WARNING 2025-07-30 18:22:41,661 middleware 27736 28632 Error response: 404 for GET /favicon.ico from 127.0.0.1 (user: anonymous)
WARNING 2025-07-31 09:29:51,222 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:51,224 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:54,232 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:54,235 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:54,236 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:57,956 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:57,956 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:58,001 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:29:59,947 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:00,947 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:00,948 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:00,950 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:03,965 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:03,965 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:03,967 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:06,959 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:06,959 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:06,963 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:07,012 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:07,016 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:07,036 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:07,055 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:09,962 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:09,965 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:09,967 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:09,983 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:12,961 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:12,962 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:12,963 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:15,948 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:15,948 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:15,958 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:18,948 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:18,950 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:18,950 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:19,953 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:21,947 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:21,950 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:21,950 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:24,953 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:24,955 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:24,963 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:27,963 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:27,967 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:27,982 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:29,955 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:30,957 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:30,957 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:30,959 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:33,950 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:33,953 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:33,956 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:36,951 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:36,953 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:36,999 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:39,177 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:39,215 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:39,216 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:39,218 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:42,224 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:42,226 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:42,227 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:45,948 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:45,951 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:45,959 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:48,953 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:48,953 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:48,954 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:49,957 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:51,954 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:51,955 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:51,956 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:54,946 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:54,949 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:54,949 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:57,952 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:57,952 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:57,963 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:30:59,953 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:00,956 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:00,957 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:00,959 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:03,969 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:03,972 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:03,972 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:06,948 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:06,949 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:06,980 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:06,987 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:06,994 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:07,008 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:07,023 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:09,956 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:09,959 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:09,960 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:09,992 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:12,954 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:12,954 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:12,955 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:15,955 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:15,957 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:15,957 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:18,956 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:18,957 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:18,962 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:19,950 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:21,954 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:21,955 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:21,955 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:24,966 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:24,966 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:24,969 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:27,969 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:27,970 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:27,970 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:29,956 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:30,968 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:30,968 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:30,996 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:33,951 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:33,952 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:33,955 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:36,953 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:36,953 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:36,956 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:39,172 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:39,222 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:39,222 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:39,225 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:41,918 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:42,225 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:42,226 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:42,226 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:43,543 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:45,220 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:45,221 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:45,227 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:48,963 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:48,964 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:48,967 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:49,950 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:51,953 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:51,958 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:51,958 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:54,968 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:54,970 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:54,970 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:57,965 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:57,966 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:57,967 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:31:59,959 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:00,962 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:00,963 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:00,975 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:03,955 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:03,957 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:03,963 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:06,976 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:06,977 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:06,978 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:07,021 security 27224 29224 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:07,029 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:07,052 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:07,057 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:09,957 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:09,961 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:09,964 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:10,022 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:12,961 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:12,961 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:12,962 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:16,018 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:16,020 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:16,021 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:18,963 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:18,964 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:18,964 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:19,960 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:21,967 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:21,972 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:21,973 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:24,955 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:24,957 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:24,961 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:27,958 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:27,964 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:27,965 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:29,996 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:30,953 security 27224 7812 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:30,954 security 27224 25648 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:30,960 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
WARNING 2025-07-31 09:32:33,959 security 27224 8720 Security Event: suspicious_activity from 127.0.0.1 (user: admin)
